Suggested Bundle Title,FullPrice,DiscountRate,FinalPrice,BundleType,OfferLabel
"2x Faber-Castell στυλό K-One 0,7 mm Μαύρο – Offer Pack",0.8,0.05,0.76,Volume,-5%
"2x Faber-Castell στυλό K-One 0,5 mm Μπλε – Offer Pack",0.8375,0.05,0.8,Volume,-5%
"2x Faber-Castell μολύβι ""Natural 1117 B"" – Offer Pack",0.9272727272727272,0.05,0.88,Volume,-5%
"2x Faber-Castell στυλό K-One 0,7 mm Μπλε – Offer Pack",0.9428571428571428,0.05,0.9,Volume,-5%
2x Faber-Castell Γόμα Mini Dust Free Λευκή – Offer Pack,0.99,0.05,0.94,Volume,-5%
4x Faber-Castell Στυλό Trilux Μπλε – Offer Pack,1.1199999999999999,0.15000000000000002,0.95,Volume,-15%
"3x Faber-Castell στυλό K-One 0,5 mm Μαύρο – Offer Pack",1.2,0.1,1.08,Volume,-10%
2x Faber-Castell μολύβι Grip 2001 B λιλά – Offer Pack,1.3,0.05,1.23,Volume,-5%
2x Faber-Castell Μαρκαδόρος υπογράμμισης 1546 Kίτρινος – Offer Pack,1.4233333333333331,0.05,1.35,Volume,-5%
4x Faber-Castell γόμα κόκκινο/μπλε Rubber 7070-4 – Offer Pack,1.7733333333333334,0.15000000000000002,1.51,Volume,-15%
3x Faber-Castell Υπογραμμιστής Fluo 1546 Πορτοκαλί – Offer Pack,1.77,0.1,1.59,Volume,-10%
3x Faber-Castell μολύβι με γόμα Grip 2001 Ροζέ – Offer Pack,1.8599999999999999,0.1,1.67,Volume,-10%
2x Faber-Castell Μύτες μηχανικών μολυβιών Super Polymer 0.7 mm Β – Offer Pack,1.96,0.05,1.86,Volume,-5%
3x Faber-Castell Μολύβι Grip 2B 2001 Κόκκινο – Offer Pack,2.09,0.1,1.88,Volume,-10%
4x Faber-Castell μολύβι Grip ΗΒ Μαύρο – Offer Pack,2.28,0.15000000000000002,1.94,Volume,-15%
3x Faber-Castell Μολύβι Sparkle ΙΙ Λιλά – Offer Pack,2.4899999999999998,0.1,2.24,Volume,-10%
3x Faber - Castell Μολύβι Sparkle ΙΙ Τυρκουάζ – Offer Pack,2.4899999999999998,0.1,2.24,Volume,-10%
3x Faber-Castell μολύβι Sparkle II Μεταλλικό Ροζέ – Offer Pack,2.55,0.1,2.3,Volume,-10%
3x Faber-Castell Μολύβι Grip B 2001 Mπλε – Offer Pack,2.565,0.1,2.31,Volume,-10%
3x Faber-Castell μολύβι Grip Β Σιέλ – Offer Pack,2.687142857142857,0.1,2.42,Volume,-10%
4x Faber-Castell Μολύβι Grip Ροζέ – Offer Pack,3.04,0.15000000000000002,2.58,Volume,-15%
3x DOMUS HOMUS τεχνητό φυτό γυψοφίλη 60 cm – Offer Pack,2.9699999999999998,0.1,2.67,Volume,-10%
3x Faber-Castell ανταλλακτικά γόμας για μηχανικά μολύβια Grip Plus (5 τεμάχια) – Offer Pack,3.0300000000000002,0.1,2.73,Volume,-10%
"2x Faber-Castell διπλή ξύστρα βαρελάκι σε διάφορα χρώματα ""Drum""  – Offer Pack",2.944,0.05,2.8,Volume,-5%
3x Coincasa κουταλάκι του γλυκού από ανοξείδωτο ατσάλι ''Empire'' 13 cm Ασημί 13cm – Offer Pack,3.2700000000000005,0.1,2.94,Volume,-10%
2x Kaemingk χριστουγεννιάτικη γυάλινη μπάλα 8 cm – Offer Pack,3.1090909090909093,0.05,2.95,Volume,-5%
3x Faber-Castell Υπογραμμιστής Mεταλλικός Ροζέ – Offer Pack,3.4499999999999997,0.1,3.1,Volume,-10%
2x Faber-Castell Μαρκαδόροι Σετ των 12 Super Washable – Offer Pack,3.4,0.05,3.23,Volume,-5%
"3x Faber-Castell στυλό Fast Gel 0,7 mm Μαύρο – Offer Pack",3.7575,0.1,3.38,Volume,-10%
4x Kaemingk χριστουγεννιάτικα ξύλινα στολίδια 12 cm – Offer Pack,4.0,0.15000000000000002,3.4,Volume,-15%
"4x Faber-Castell  τριγωνική γόμα ""Grip"" – Offer Pack",4.24,0.15000000000000002,3.6,Volume,-15%
"4x EME κουταλάκι γλυκού ανοξείδωτο κόκκινο ""Vero""  – Offer Pack",4.32,0.15000000000000002,3.67,Volume,-15%
Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 80 ml + Furia Hand Cleansing Gel Oud Oriental 80ml,4.1869565217391305,0.1,3.77,Rule-Based,-10%
"3x EME μαχαίρι φαγητού ανοξείδωτο φούξια ""Vero""  – Offer Pack",4.199999999999999,0.1,3.78,Volume,-10%
"3x Luminarc σετ ποτήρια με πόδι 190 ml (3 τεμάχια) ""Ballon"" – Offer Pack",4.26,0.1,3.83,Volume,-10%
"3x Faber-Castell στυλό Fast Gel 0,7 mm Μπλε – Offer Pack",4.59,0.1,4.13,Volume,-10%
3x Kaemingk χριστουγεννιάτικη μπάλα 8 cm – Offer Pack,4.65,0.1,4.19,Volume,-10%
2x Faber-Castell Σπιράλ τετράδιο A4 με γραμμές 80 φύλλα – Offer Pack,4.464,0.05,4.24,Volume,-5%
2x OVS παιδικό T-shirt μονόχρωμο Regular Fit Λευκό 7-8Y – Offer Pack,4.54,0.05,4.31,Volume,-5%
2x Coincasa χριστουγεννιάτικο διακοσμητικό κλαδί με πλαστικά διαμάντια 25 cm Μπορντό – Offer Pack,4.9475,0.05,4.7,Volume,-5%
2x Eva Belle Gold Hydrogel Lip Mask – Offer Pack,5.14,0.05,4.88,Volume,-5%
2x Kaemingk χριστουγεννιάτικο στολίδι 6 cm – Offer Pack,5.153846153846154,0.05,4.9,Volume,-5%
2x Kiko Milano Softening Feet Mask  – Offer Pack,5.18,0.05,4.92,Volume,-5%
"3x Kentia πετσέτα χεριών μονόχρωμη ""Brand Snow"" 30 x 30 cm – Offer Pack",5.49,0.1,4.94,Volume,-10%
2x Kiko Milano Softening Hands Mask  – Offer Pack,5.3066666666666675,0.05,5.04,Volume,-5%
3x OVS παιδικό T-shirt μονόχρωμο Regular Fit Λευκό 9-10Y – Offer Pack,5.699999999999999,0.1,5.13,Volume,-10%
3x OVS παιδικό T-shirt μονόχρωμο Regular Fit Λευκό 8-9Y – Offer Pack,5.91,0.1,5.32,Volume,-10%
2x Coincasa πορσελάνινη πιατέλα μονόχρωμη 13 x 2 cm  Λευκό 13x2cm – Offer Pack,5.615,0.05,5.33,Volume,-5%
"4x Luminarc γυάλινο ποτήρι ""Concepto Bulles Pepite"" 310 ml μπλε – Offer Pack",6.275555555555556,0.15000000000000002,5.33,Volume,-15%
2x Coincasa χριστουγεννιάτικη γυάλινη μπάλα 8 cm Κόκκινο – Offer Pack,5.66,0.05,5.38,Volume,-5%
3x Kaemingk χριστουγεννιάτικες διακοσμητικές μπάλες – Offer Pack,6.0,0.1,5.4,Volume,-10%
"2x Yankee Candle αρωματική τάρτα ""Pink Sands"" – Offer Pack",5.8,0.05,5.51,Volume,-5%
"3x EME κουταλάκι γλυκού ανοιξείδωτο με καρό σχέδιο γκρι ""Vero"" – Offer Pack",6.234000000000001,0.1,5.61,Volume,-10%
2x Swarovski Pen Woman Rollerball – Offer Pack,6.0,0.05,5.7,Volume,-5%
"3x Guy Laroche πετσέτα χεριών με ανάγλυφο σχέδιο ""Bonus Anthracite"" 30 x 50 cm – Offer Pack",6.48,0.1,5.83,Volume,-10%
3x Kaemingk χριστουγεννιάτικες διακοσμητικές μπάλες 8 cm – Offer Pack,6.48,0.1,5.83,Volume,-10%
"4x Luminarc πιάτο σούπας με ανάγλυφο σχέδιο 23 cm ""Harena"" – Offer Pack",6.88,0.15000000000000002,5.85,Volume,-15%
2x Κiko Milano New Green Me Konjac Sponge – Offer Pack,6.205333333333333,0.05,5.9,Volume,-5%
"3x Kaemingk χριστουγεννιάτικο κυλινδρικό κερί 6 χ 9 ""Nature Wax""  – Offer Pack",6.75,0.1,6.08,Volume,-10%
3x Coincasa χριστουγεννιάτικη γυάλινη μπάλα 8 cm Πολύχρωμο – Offer Pack,6.75,0.1,6.08,Volume,-10%
3x Kaemingk χριστουγεννιάτικο γυάλινο στολίδι – Offer Pack,6.8,0.1,6.12,Volume,-10%
"4x Luminarc γυάλινο ποτήρι ""Concepto Bulles Pepite"" 310 ml κίτρινο – Offer Pack",7.208888888888889,0.15000000000000002,6.13,Volume,-15%
3x Coincasa χριστουγεννιάτικο διακοσμητικό κλαδί με πλαστικά διαμάντια 25 cm Μπλε – Offer Pack,6.945,0.1,6.25,Volume,-10%
4x Faber-Castell Στυλό Free Ink 0.7 Μαύρο – Offer Pack,7.4,0.15000000000000002,6.29,Volume,-15%
2x Faber-Castell Μαρκαδόροι Jumbo Σετ των 12 – Offer Pack,6.6240000000000006,0.05,6.29,Volume,-5%
3x Kaemingk χριστουγεννιάτικη γυάλινη μπάλα 8 cm – Offer Pack,7.050000000000001,0.1,6.35,Volume,-10%
3x Kaemingk σετ χριστουγεννιάτικες μπάλες 16 τεμ – Offer Pack,7.050000000000001,0.1,6.35,Volume,-10%
3x Coincasa γυάλινο μπολ με ανάγλυφο σχέδιο 17 cm Γαλάζιο 17cm – Offer Pack,7.14,0.1,6.43,Volume,-10%
2x Faber-Castell Blister 3+1 Στυλό Speedx Μπλε – Offer Pack,6.966666666666667,0.05,6.62,Volume,-5%
3x Kaemingk χριστουγεννιάτικο διακοσμητικό στολίδι – Offer Pack,7.3500000000000005,0.1,6.62,Volume,-10%
4x Faber-Castell ανταλλακτικό γόμας μηχανικού μολυβιού – Offer Pack,7.8,0.15000000000000002,6.63,Volume,-15%
2x OVS παιδική μπλούζα με Pixel-style lettering print Regular Fit Κίτρινο 6-7Y – Offer Pack,7.140000000000001,0.05,6.78,Volume,-5%
4x Kaemingk χριστουγεννιάτικο διακοσμητικό στολίδι παγοκρύσταλλος με glitter 2.5 x 28 cm – Offer Pack,8.0,0.15000000000000002,6.8,Volume,-15%
2x Kiko Milano Instant Colour Matte Liquid Lip Colour 01 Rosy Beige – Offer Pack,7.199999999999999,0.05,6.84,Volume,-5%
2x Kiko Milano Smart Nail Lacquer 45 Black – Offer Pack,7.23,0.05,6.87,Volume,-5%
4x Lock&Lock δοχείο φαγητού πλαστικό κατάλληλο για φούρνο μικροκυμάτων 560 ml – Offer Pack,8.08,0.15000000000000002,6.87,Volume,-15%
3x Coincasa θήκη αυγού από πορσελάνη  Λευκό – Offer Pack,7.709999999999999,0.1,6.94,Volume,-10%
"3x Das Home πετσέτα χεριών ""Das Prestige 1169"" 30 x 50 cm Σάπιο Μήλο 30x50cm – Offer Pack",7.83,0.1,7.05,Volume,-10%
4x Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 80 ml – Offer Pack,8.373913043478261,0.15000000000000002,7.12,Volume,-15%
4x Furia Hand Cleansing Gel Oud Oriental 80ml – Offer Pack,8.373913043478261,0.15000000000000002,7.12,Volume,-15%
2x Kiko Milano Velvet Passion Matte Lipstick 321 Orchid Violet – Offer Pack,7.51,0.05,7.13,Volume,-5%
Kiko Milano Ultra Tech + Volume And Curl Mascara 12 ml + Kiko Milano Triangular Foundation Sponges,9.669978768577494,0.25,7.25,Clearance,-25%
2x Kiko Milano New Perfect Gel Nail Lacquer Kiko Milano New Perfect Gel Nail Lacquer 111 Strawberry Pink – Offer Pack,7.664,0.05,7.28,Volume,-5%
2x Kiko Milano Smart Fusion Lipstick 426 Orchid Pink – Offer Pack,7.694615384615385,0.05,7.31,Volume,-5%
"3x Kentia πετσέτα χεριών με ανάγλυφο σχέδιο ""Desmond 14"" 30 x 50 cm – Offer Pack",8.16,0.1,7.34,Volume,-10%
3x Coincasa σουπλά βαμβακερό με βολάν 50 x 35 cm Πορτοκαλί 50x35cm – Offer Pack,8.16,0.1,7.34,Volume,-10%
Kiko Milano Unforgettable Volume & Curl Mascara 11 ml + Kiko Milano Triangular Foundation Sponges,9.803,0.25,7.35,Clearance,-25%
"2x Marva γυάλινο μπουκάλι λαδιού με λαβή ""ΡΟUR Ι DΙΡ"" 1000 mL – Offer Pack",7.753333333333333,0.05,7.37,Volume,-5%
Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 80 ml + Furia Hand Cleansing Gel Oud Oriental 500ml,8.256170568561872,0.1,7.43,Rule-Based,-10%
Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 500 ml + Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 80 ml,8.256170568561872,0.1,7.43,Rule-Based,-10%
Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 80 ml + Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 500 ml,8.256170568561872,0.1,7.43,Rule-Based,-10%
Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 500 ml + Furia Hand Cleansing Gel Oud Oriental 80ml,8.256170568561872,0.1,7.43,Rule-Based,-10%
2x Kiko Milano Smart Fusion Lip Pencil 33 Light Rosy Brown – Offer Pack,7.998181818181818,0.05,7.6,Volume,-5%
2x Kiko Milano Ultra Tech + Volume And Curl Mascara 12 ml – Offer Pack,8.026624203821656,0.05,7.63,Volume,-5%
4x OVS παιδικό T-shirt μονόχρωμο Regular Fit Λευκό 9-10Y – Offer Pack,9.0,0.15000000000000002,7.65,Volume,-15%
3x Coincasa πορσελάνινο μπολ μονόχρωμο 11 x 4 cm Λευκό 11x4 cm – Offer Pack,8.55,0.1,7.7,Volume,-10%
3x OVS παιδικό βαμβακερό T-shirt μονόχρωμο με στρογγυλή λαιμόκοψη σε regular fit Λευκό 12-13Y – Offer Pack,8.58,0.1,7.72,Volume,-10%
2x Kiko Milano New Perfect Gel Nail Lacquer 103 Rosy Beige – Offer Pack,8.147272727272728,0.05,7.74,Volume,-5%
"3x Kentia πετσέτα χεριών με all-over print ""Feng Shui 42"" 30 x 50 cm – Offer Pack",8.64,0.1,7.78,Volume,-10%
Kiko Milano Ultra Tech + Volume And Curl Mascara 12 ml + Kiko Milano Pure Clean Toner 200 ml,9.78489104927925,0.2,7.83,Rule-Based,-20%
"3x Das Home πετσέτα χεριών ""Das Prestige 1170"" 30 x 50 cm Μπλε Ανοιχτό 30x50cm – Offer Pack",8.7,0.1,7.83,Volume,-10%
2x Kiko Milano Unforgettable Volume & Curl Mascara 11 ml – Offer Pack,8.292666666666667,0.05,7.88,Volume,-5%
"4x Das Home πετσέτα χεριών μονόχρωμη βαμβακερή ""Das Prestige 1164"" 30 x 50 cm Γκρι Σκούρο  30x50cm – Offer Pack",9.28,0.15000000000000002,7.89,Volume,-15%
2x Kiko Milano Standout Volume Buildable Mascara 11.5 ml – Offer Pack,8.331044776119402,0.05,7.91,Volume,-5%
Kiko Milano Unforgettable Volume & Curl Mascara 11 ml + Kiko Milano Pure Clean Toner 200 ml,9.917912280701755,0.2,7.93,Rule-Based,-20%
2x Kiko Milano New Unmeasurable Length Mascara 11 ml – Offer Pack,8.357704918032788,0.05,7.94,Volume,-5%
Kiko Milano Standout Volume Buildable Mascara 11.5 ml + Kiko Milano Pure Clean Toner 200 ml,9.937101335428121,0.2,7.95,Rule-Based,-20%
4x Guy Laroche πετσέτα χεριών με ανάγλυφο σχέδιο ''Bonus Black'' 30 x 50 cm – Offer Pack,9.360000000000001,0.15000000000000002,7.96,Volume,-15%
Kiko Milano New Unmeasurable Length Mascara 11 ml + Kiko Milano Pure Clean Toner 200 ml,9.950431406384816,0.2,7.96,Rule-Based,-20%
3x Faber-Castell Ανταλλακτικό Roller Ceramic Μαύρο – Offer Pack,8.879999999999999,0.1,7.99,Volume,-10%
"3x NEF-NEF μαξιλαροθήκη ""Highlar"" 52 x 72 cm Μπεζ 52x72cm – Offer Pack",8.879999999999999,0.1,7.99,Volume,-10%
3x DOMUS HOMUS διακοσμητικά γλαστράκια με τεχνητό φυτό aloe vera 15 x 13 x 13 cm – Offer Pack,8.94,0.1,8.05,Volume,-10%
Kiko Milano Lip Volume Tutu Rose + Kiko Milano Triangular Foundation Sponges,12.45937384898711,0.35,8.1,Clearance,-35%
3x Kaemingk χριστουγεννιάτικο στολίδι κρεμαστό 6 x 6 x15 cm – Offer Pack,9.0,0.1,8.1,Volume,-10%
"Kiko Milano Create Your Balance Nourishing Lip Balm 3,5 g + Kiko Milano Pure Clean Toner 200 ml",10.265686090225564,0.2,8.21,Rule-Based,-20%
"4x Marva ανοξείδωτο κουτάλι φαγητού 18/10 ""Linea"" – Offer Pack",9.790000000000001,0.15000000000000002,8.32,Volume,-15%
Kiko Milano Standout Volume Buildable Mascara 11.5 ml + Kiko Milano Triangular Foundation Sponges,9.822189054726367,0.15,8.35,Clearance,-15%
Kiko Milano New Unmeasurable Length Mascara 11 ml + Kiko Milano Triangular Foundation Sponges,9.83551912568306,0.15,8.36,Clearance,-15%
"3x Kentia πετσέτα χεριών μονόχρωμη βαμβακερή με ανάγλυφο σχέδιο ""Pianta 24"" 30 x 50 cm – Offer Pack",9.39,0.1,8.45,Volume,-10%
2x Kiko Milano Energizing Face Mask – Offer Pack,8.926153846153847,0.05,8.48,Volume,-5%
"2x Kiko Milano Create Your Balance Nourishing Lip Balm 3,5 g – Offer Pack",8.988214285714287,0.05,8.54,Volume,-5%
2x Kiko Milano Smart Color Eyepencil 05 Matte Brown – Offer Pack,9.003076923076923,0.05,8.55,Volume,-5%
"Kiko Milano Create Your Balance Nourishing Lip Balm 3,5 g + Kiko Milano Triangular Foundation Sponges",10.150773809523809,0.15,8.63,Clearance,-15%
"2x Yves Rocher Frozen Lychee Lip Balm 4,8g – Offer Pack",9.145,0.05,8.69,Volume,-5%
2x Yves Rocher Relaxing Hand Cream Olive Petitgrain 30 ml – Offer Pack,9.66,0.05,9.18,Volume,-5%
4x Leonardo γυάλινο ποτήρι αναψυκτικού / χυμού  – Offer Pack,10.8,0.15000000000000002,9.18,Volume,-15%
2x Κiko Milano Cleansing Sponges – Offer Pack,9.70857142857143,0.05,9.22,Volume,-5%
Kiko Milano Ultra Tech + Volume And Curl Mascara 12 ml + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,11.669978768577494,0.2,9.34,Rule-Based,-20%
OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,9.9,0.05,9.4,Thematic,-5%
OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,9.9,0.05,9.4,Thematic,-5%
"3x Luminarc γυάλινο μπολ ""Cosmos"" 17 cm διάφανο – Offer Pack",10.47,0.1,9.42,Volume,-10%
3x Kiko Milano Purifying Mask – Offer Pack,10.47,0.1,9.42,Volume,-10%
Kiko Milano Unforgettable Volume & Curl Mascara 11 ml + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,11.803,0.2,9.44,Rule-Based,-20%
"3x Kaemingk χριστουγεννιάτικο γυάλινο στολίδι 5,5 x 5,5 x 10 cm – Offer Pack",10.5,0.1,9.45,Volume,-10%
3x Maxwell & Williams σουπλά στρογγυλό 38 cm μαύρο – Offer Pack,10.5,0.1,9.45,Volume,-10%
Kiko Milano Standout Volume Buildable Mascara 11.5 ml + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,11.822189054726367,0.2,9.46,Rule-Based,-20%
Kiko Milano New Unmeasurable Length Mascara 11 ml + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,11.83551912568306,0.2,9.47,Rule-Based,-20%
"4x Marva ακρυλικό ποτήρι κρασιού με ανάγλυφο σχέδιο ""Estiva"" 350 ml – Offer Pack",11.16,0.15000000000000002,9.49,Volume,-15%
"3x Marva γυάλινο ποτήρι χρωματιστό 330 ml ""Elite"" – Offer Pack",10.543636363636363,0.1,9.49,Volume,-10%
"3x Marva γυάλινο ποτήρι χρωματιστό 330 ml ""Elite"" – Offer Pack",10.543636363636363,0.1,9.49,Volume,-10%
2x Shishi χριστουγεννιάτικο γυάλινο στολίδι 25 cm – Offer Pack,10.0,0.05,9.5,Volume,-5%
4x Korres Grapefruit Ενυδατικό Γαλάκτωμα Σώματος 40ml – Offer Pack,11.199999999999998,0.15000000000000002,9.52,Volume,-15%
"4x Kentia πετσέτα προσώπου με ανάγλυφο σχέδιο ""Cloud 22"" 40 x 60 cm – Offer Pack",11.200000000000001,0.15000000000000002,9.52,Volume,-15%
2x Kiko Milano Smart Fusion Lipstick 3 gr 406 Warm Rose – Offer Pack,10.041538461538464,0.05,9.54,Volume,-5%
4x Coincasa πλαστικό μπολ μονόχρωμο με κυματιστό εφέ 14 cm Τυρκουάζ 14cm – Offer Pack,11.32,0.15000000000000002,9.62,Volume,-15%
3x OVS παιδική μπλούζα μονόχρωμη Regular Fit Μαύρο 14-15Y – Offer Pack,10.709999999999999,0.1,9.64,Volume,-10%
3x OVS παιδική μπλούζα μονόχρωμη Regular Fit Λευκό 12-13Y – Offer Pack,10.709999999999999,0.1,9.64,Volume,-10%
"3x Kentia σετ βαμβακερές πετσέτες κουζίνας μονόχρωμες ""Mela 26"" 40 x 60 cm – Offer Pack",10.8,0.1,9.72,Volume,-10%
"Kiko Milano Create Your Balance Nourishing Lip Balm 3,5 g + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose",12.150773809523809,0.2,9.72,Rule-Based,-20%
4x OVS παιδικό βαμβακερό T-shirt μονόχρωμο με στρογγυλή λαιμόκοψη σε regular fit Λευκό 11-12Y – Offer Pack,11.44,0.15000000000000002,9.72,Volume,-15%
"3x DOMUS HOMUS διακοσμητικό σουβέρ από γιούτα ""Sahel"" 15 cm – Offer Pack",10.92,0.1,9.83,Volume,-10%
"4x NEF-NEF πετσέτα κουζίνας ""Greater"" 50 x 50 cm Καφέ Ανοιχτό 50x50cm – Offer Pack",11.6,0.15000000000000002,9.86,Volume,-15%
2x Kiko Milano Pure Clean Micellar Water Biphase 01 – Offer Pack,10.44923076923077,0.05,9.93,Volume,-5%
Kiko Milano Smart Blush 06 Mauve + Kiko Milano Pure Clean Toner 200 ml,12.416124401913876,0.2,9.93,Rule-Based,-20%
4x DOMUS HOMUS διακοσμητικό κλαδί γυψοφίλη 60 cm – Offer Pack,11.76,0.15000000000000002,10.0,Volume,-15%
Kiko Milano Maxi Mod Waterproof Mascara 12 ml + Kiko Milano Pure Clean Toner 200 ml,12.551806220095694,0.2,10.04,Rule-Based,-20%
Kiko Milano Lip Volume Tutu Rose + Kiko Milano Pure Clean Toner 200 ml,12.574286129688863,0.2,10.06,Rule-Based,-20%
"4x DOMUS HOMUS σουπλά πλαστικό σε σχήμα φύλλου""Ginkgo"" 48 x 37 x 1 cm – Offer Pack",11.92,0.15000000000000002,10.13,Volume,-15%
2x Coincasa διακοσμητικό κερί με twist σχέδιο Πράσινο – Offer Pack,10.685714285714285,0.05,10.15,Volume,-5%
"4x Marva γυάλινο ποτήρι κρασιού ""Accademia"" 240 ml – Offer Pack",12.0,0.15000000000000002,10.2,Volume,-15%
"4x Kentia πετσέτα προσώπου με ανάγλυφο σχέδιο ""Cloud 19"" 40 x 60 cm – Offer Pack",12.0,0.15000000000000002,10.2,Volume,-15%
"3x NEF-NEF πετσέτα χεριών ""Fresh"" 30 x 50 cm Βεραμάν Ανοιχτό 30x50cm – Offer Pack",11.399999999999999,0.1,10.26,Volume,-10%
"3x NEF-NEF πετσέτα χεριών ""Fresh"" 30 x 50 cm Πράσινο 30x50cm – Offer Pack",11.399999999999999,0.1,10.26,Volume,-10%
3x Kaemingk χριστουγεννιάτικη συσκευασία με αποξηραμένα βρύα  – Offer Pack,11.399999999999999,0.1,10.26,Volume,-10%
2x Kiko Milano Pure Clean Micellar Water Normal To Combination 200 ml – Offer Pack,10.955,0.05,10.41,Volume,-5%
2x Kiko Milano Smart Fusion Lipstick 3 gr 405 Vintage Rose – Offer Pack,10.998181818181818,0.05,10.45,Volume,-5%
2x Kiko Milano Smart Fusion Lipstick 3 gr 434 Chestnut – Offer Pack,10.998181818181818,0.05,10.45,Volume,-5%
Kiko Milano Smart Blush 06 Mauve + Kiko Milano Triangular Foundation Sponges,12.30121212121212,0.15,10.46,Clearance,-15%
"2x Yves Rocher Nourishing Shea Lip Balm 4,8 gr – Offer Pack",11.055555555555555,0.05,10.5,Volume,-5%
2x Kiko Milano Pure Clean Milk & Tone 200 ml – Offer Pack,11.048421052631578,0.05,10.5,Volume,-5%
"3x Kentia πετσέτα χεριών μονόχρωμη βαμβακερή με ανάγλυφο σχέδιο ""Jayda 22"" 30 x 50 cm – Offer Pack",11.73,0.1,10.56,Volume,-10%
Kiko Milano Maxi Mod Waterproof Mascara 12 ml + Kiko Milano Triangular Foundation Sponges,12.43689393939394,0.15,10.57,Clearance,-15%
"4x Marva γυάλινο ποτήρι νερού ""Accademia"" 360 ml – Offer Pack",12.48,0.15000000000000002,10.61,Volume,-15%
2x Yves Rocher Relaxing Bath and Shower Gel Almond Orange Blossom 200 ml – Offer Pack,11.21,0.05,10.65,Volume,-5%
3x OVS παιδικό T-shirt μονόχρωμο Regular Fit Πράσινο 5-6Y – Offer Pack,11.850000000000001,0.1,10.66,Volume,-10%
3x OVS βρεφικό κολάν μονόχρωμο Μπλε Σκούρο 12-18M – Offer Pack,11.850000000000001,0.1,10.66,Volume,-10%
3x Coincasa γυάλινο ποτήρι νερού με all-over waves print 9 x 10 cm Μπλε – Offer Pack,11.879999999999999,0.1,10.69,Volume,-10%
3x Coincasa κεραμικό μπολ σερβιρίσματος με floral σχέδιο 16 cm Εκρού – Offer Pack,11.94,0.1,10.75,Volume,-10%
3x Coincasa πορσελάνινο διακοσμητικό στολίδι σε σχήμα ζώο του δάσους 11 cm Λευκό 11cm – Offer Pack,11.94,0.1,10.75,Volume,-10%
3x Kiko Milano Smart Nail Lacquer 25 Purple – Offer Pack,11.97,0.1,10.77,Volume,-10%
3x Shishi χριστουγεννιάτικη γυάλινη διακοσμητική μπάλα 8 cm – Offer Pack,12.0,0.1,10.8,Volume,-10%
"3x NEF-NEF πετσέτα κουζίνας βελουτέ ""Sushi"" 40 x 60 cm Μπεζ 40x60cm – Offer Pack",12.0,0.1,10.8,Volume,-10%
2x Kiko Milano Smart Fusion Lipstick 409 Peach – Offer Pack,11.38,0.05,10.81,Volume,-5%
3x OVS παιδική μπλούζα με letter print Regular Fit Μαύρο 14-15Y – Offer Pack,12.09,0.1,10.88,Volume,-10%
2x Kiko Milano Pure Clean Toner 200 ml – Offer Pack,11.543157894736842,0.05,10.97,Volume,-5%
"4x DOMUS HOMUS γυάλινο ποτήρι νερού ""Rigano"" 13 x 8 cm διάφανο – Offer Pack",13.053333333333333,0.15000000000000002,11.1,Volume,-15%
"3x Guzzini μαχαίρι φαγητού ανοξείδωτο ""My fusion"" – Offer Pack",12.36,0.1,11.12,Volume,-10%
3x Yves Rocher Coconut Escape Bath & Shower Gel 200 ml – Offer Pack,12.39,0.1,11.15,Volume,-10%
Kiko Milano 3D Hydra Lipgloss 08 Natural Rosewood + Kiko Milano Triangular Foundation Sponges,17.167301587301587,0.35,11.16,Clearance,-35%
3x Yves Rocher Mango Concentrated Shower Gel 100 ml – Offer Pack,12.419999999999998,0.1,11.18,Volume,-10%
3x OVS βρεφική μπλούζα Kittens και lettering print Regular Fit  Ροζ 12-18M – Offer Pack,12.51,0.1,11.26,Volume,-10%
3x OVS βρεφικό κολάν με cat print  Λευκό 12-18M – Offer Pack,12.51,0.1,11.26,Volume,-10%
