Suggested Bundle Title,FullPrice,DiscountRate,FinalPrice,BundleType,OfferLabel
"3x NEF-NEF πετσέτα κουζίνας ""Spring"" 40 x 60 cm Μπεζ 40x60cm – Offer Pack",18.0,0.1,16.2,Volume,-10%
"4x Maxwell & Williams πορσελάνινο πιάτο γλυκού/φρούτου ""Primula Pink"" 20 cm – Offer Pack",19.2,0.15000000000000002,16.32,Volume,-15%
Kiko Milano Extra Sculpt Volume Mascara 11 ml + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,20.419583333333335,0.2,16.34,Rule-Based,-20%
Kiko Milano Smart Blush 06 Mauve + Kiko Milano Eyes 62 Slanted Eyeliner Brush,19.30121212121212,0.15,16.41,Clearance,-15%
Kiko Milano Maxi Mod Waterproof Mascara 12 ml + Kiko Milano Eyes 62 Slanted Eyeliner Brush,19.43689393939394,0.15,16.52,Clearance,-15%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 42 Charming Copper + Kiko Milano Pure Clean Toner 200 ml,20.659692154915593,0.2,16.53,Rule-Based,-20%
2x Kiko Milano New Long Lasting Eyeshadow Stick 26 Light Green – Offer Pack,17.505000000000003,0.05,16.63,Volume,-5%
2x Κiko Milano Glitter Eyepencil – Offer Pack,17.525454545454547,0.05,16.65,Volume,-5%
"2x Happy Socks unisex κάλτσες ""Heart"" Λευκό 36/40 – Offer Pack",17.535555555555554,0.05,16.66,Volume,-5%
"2x Happy Socks unisex κάλτσες ""Cat"" Ασπρόμαυρο 36/40 – Offer Pack",17.535555555555554,0.05,16.66,Volume,-5%
2x Kiko Milano Lasting Precision Automatic Eyeliner And Khôl 13 Dark Chocolate – Offer Pack,17.572,0.05,16.69,Volume,-5%
Kiko Milano Sculpting Touch Creamy Stick Contour 200 Hazelnut + Kiko Milano Eyes 62 Slanted Eyeliner Brush,22.342207207207206,0.25,16.76,Clearance,-25%
"3x Guzzini ανοξείδωτο μαχαίρι ""Feeling"" 22 cm – Offer Pack",18.63,0.1,16.77,Volume,-10%
"4x Maxwell & Williams πορσελάνινο πιάτο φαγητού με floral print 27,5 cm – Offer Pack",19.8,0.15000000000000002,16.83,Volume,-15%
"4x Maxwell & Williams πορσελάνινο μπολ φαγητού με floral print 18,5 cm – Offer Pack",19.8,0.15000000000000002,16.83,Volume,-15%
Kiko Milano Crazy '90S Unicorn Body Cream + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,22.449230769230766,0.25,16.84,Clearance,-25%
Kiko Milano Long Lasting Colour Lip Marker 105 True Red + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,22.471666666666668,0.25,16.85,Clearance,-25%
Kiko Milano Unlimited Double Touch 120 Rosy Mauve + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,22.66627450980392,0.25,17.0,Clearance,-25%
4x Kaemingk χριστουγεννιάτικη διακοσμητική μπάλα – Offer Pack,20.0,0.15000000000000002,17.0,Volume,-15%
4x Kaemingk χριστουγεννιάτικο διακοσμητικό λουλούδι 32 x 14 cm – Offer Pack,20.0,0.15000000000000002,17.0,Volume,-15%
OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,17.9,0.05,17.0,Thematic,-5%
4x Kaemingk χριστουγεννιάτικο διακοσμητικό λουλούδι 32 x 14 cm – Offer Pack,20.0,0.15000000000000002,17.0,Volume,-15%
Kiko Milano 3D Hydra Lipgloss 19 Cream Cashmere + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,22.70898550724638,0.25,17.03,Clearance,-25%
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,17.94,0.05,17.04,Thematic,-5%
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,17.94,0.05,17.04,Thematic,-5%
"2x Happy Socks unisex κάλτσες ""Cherry"" Κόκκινο 36/40 – Offer Pack",18.08181818181818,0.05,17.18,Volume,-5%
Kiko Milano Unlimited Double Touch 103 Natural Rose + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,22.916760124610594,0.25,17.19,Clearance,-25%
3x Coincasa γυάλινη πιατέλα σερβιρίσματος starfish 18 cm Μπλε 18cm – Offer Pack,19.11,0.1,17.2,Volume,-10%
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,18.15,0.05,17.24,Thematic,-5%
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,18.15,0.05,17.24,Thematic,-5%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 44 Disruptive Brown + Kiko Milano Pure Clean Toner 200 ml,21.59606170598911,0.2,17.28,Rule-Based,-20%
Kiko Milano New 30 Days Extension - Night Treatment Booster Mascara 8 ml + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,23.04078431372549,0.25,17.28,Clearance,-25%
"3x CRYSPO TRIO ποτήρι κρασιού με πόδι 270 ml ""Irid""  – Offer Pack",19.200000000000003,0.1,17.28,Volume,-10%
Kiko Milano 3D Hydra Lipgloss 03 Pearly Apricot + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,23.109166666666667,0.25,17.33,Clearance,-25%
"3x Marva κεραμικό βαθύ πιάτο φαγητού ""Caldera"" 20 cm – Offer Pack",19.29,0.1,17.36,Volume,-10%
Kiko Milano Eyebrow Expert Palette 01 Blonde + Kiko Milano Pure Clean Toner 200 ml,21.76157894736842,0.2,17.41,Rule-Based,-20%
2x L'Occitane Shea Milk Sensitive Skin Extra Rich Soap 250ml – Offer Pack,18.333333333333332,0.05,17.42,Volume,-5%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 42 Charming Copper + Kiko Milano Triangular Foundation Sponges,20.544779874213837,0.15,17.46,Clearance,-15%
3x Κiko Milano New Perfect Gel Top Coat – Offer Pack,19.47,0.1,17.52,Volume,-10%
"3x DOMUS HOMUS τεχνητό διακοσμητικό μήλο ""Mirja"" 6 x 6 cm – Offer Pack",19.47,0.1,17.52,Volume,-10%
"3x Leonardo ποτήρι martini ""Daily"" 260 ml – Offer Pack",19.5,0.1,17.55,Volume,-10%
Kiko Milano Make Up Fixer + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,23.416434108527135,0.25,17.56,Clearance,-25%
Yves Rocher Body & Hair Mist Monoï 125 ml + Yves Rocher Frozen Lychee Bath & Shower Gel 400 ml,21.96681818181818,0.2,17.57,Rule-Based,-20%
3x Yves Rocher Oat & Buckwheat Comforting Shower Gel 400ml – Offer Pack,19.58,0.1,17.62,Volume,-10%
Kiko Milano New Maxi Mod Mascara 12 ml + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,23.579074074074075,0.25,17.68,Clearance,-25%
4x L'Occitane Kumquat Extra-Gentle Soap 50 gr – Offer Pack,20.8,0.15000000000000002,17.68,Volume,-15%
4x L'Occitane Combawa Extra-Gentle Soap 50 gr – Offer Pack,20.8,0.15000000000000002,17.68,Volume,-15%
"3x Marva κεραμικό πιάτο φαγητού ""Caldera"" 28 cm – Offer Pack",19.68,0.1,17.71,Volume,-10%
Kiko Milano Sculpting Touch Creamy Stick Contour 201 Chocolate + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,23.735952380952384,0.25,17.8,Clearance,-25%
Kiko Milano Smart Blush 06 Mauve + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,22.28,0.2,17.82,Rule-Based,-20%
"4x Marva γυάλινο ποτήρι νερού 470 ml ""London"" – Offer Pack",21.04,0.15000000000000002,17.88,Volume,-15%
Kiko Milano Maxi Mod Waterproof Mascara 12 ml + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,22.41568181818182,0.2,17.93,Rule-Based,-20%
Kiko Milano Lip Volume Tutu Rose + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,22.43816172777499,0.2,17.95,Rule-Based,-20%
2x Kiko Milano Days In Bloom Volumizing Lip Shine 02 Innovative Nude – Offer Pack,18.892857142857142,0.05,17.95,Volume,-5%
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Sensai Silky Purifying Sponge Chief",20.038478260869567,0.1,18.03,Thematic,-10%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 42 Charming Copper + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,22.544779874213837,0.2,18.04,Rule-Based,-20%
2x Kiko Milano Crazy '90s Happy Cleansing Face Stick – Offer Pack,19.00857142857143,0.05,18.06,Volume,-5%
Kiko Milano Extra Sculpt Volume Mascara 11 ml + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,24.119583333333335,0.25,18.09,Clearance,-25%
"3x Guzzini ανοξείδωτο κουτάλι ""Feeling"" 20 cm – Offer Pack",20.13,0.1,18.12,Volume,-10%
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,20.15,0.1,18.13,Thematic,-10%
Yves Rocher Body & Hair Mist Monoï 125 ml + Yves Rocher Mango & Coriander  Foaming Hand Soap 190 ml,24.191818181818178,0.25,18.14,Clearance,-25%
"4x Guzzini ποτήρι νερού με ανάγλυφο σχέδιο ""Tiffany"" 8,5 x 9,5 cm – Offer Pack",21.380000000000003,0.15000000000000002,18.17,Volume,-15%
"4x Guzzini ποτήρι με ανάγλυφο σχέδιο ""Tierra"" 9,8 x 12,4 cm – Offer Pack",21.44,0.15000000000000002,18.22,Volume,-15%
3x DOMUS HOMUS μπολ σούπας/δημητριακών με print 17 x 6.5 cm – Offer Pack,20.25,0.1,18.23,Volume,-10%
3x L'Occitane Shea Lavender Extra-Gentle Soap 100 gr – Offer Pack,20.25,0.1,18.23,Volume,-10%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 44 Disruptive Brown + Kiko Milano Triangular Foundation Sponges,21.481149425287356,0.15,18.26,Clearance,-15%
Kiko Milano 3D Hydra Lipgloss 03 Pearly Apricot + Kiko Milano Eyes 62 Slanted Eyeliner Brush,24.409166666666664,0.25,18.31,Clearance,-25%
3x Coincasa βαμβακερό σουπλά με graphic fish pattern 50 x 35 cm Λευκό 50x35cm – Offer Pack,20.4,0.1,18.36,Volume,-10%
Kiko Milano Eyebrow Expert Palette 01 Blonde + Kiko Milano Triangular Foundation Sponges,21.64666666666667,0.15,18.4,Clearance,-15%
"4x Guzzini ανοξείδωτο κουτάλι γλυκού ""Feeling"" 14 cm – Offer Pack",21.68,0.15000000000000002,18.43,Volume,-15%
"4x Guzzini ανοξείδωτο κουτάλι γλυκού ""Feeling"" 14 cm – Offer Pack",21.68,0.15000000000000002,18.43,Volume,-15%
Yves Rocher Body & Hair Mist Monoï 125 ml + Yves Rocher Relaxing Bath and Shower Gel Cotton Flower Mimosa Yves Rocher Relaxing Bath and Shower Gel Cotton Flower Mimosa 400 ml ,23.139999999999997,0.2,18.51,Rule-Based,-20%
4x Coincasa πετσέτα χεριών μονόχρωμη βαμβακερή με ανάγλυφο σχέδιο 60 x 40 cm Μπεζ – Offer Pack,21.84,0.15000000000000002,18.56,Volume,-15%
4x Coincasa πετσέτα χεριών με all-over print 60 x 40 cm Μπεζ – Offer Pack,21.84,0.15000000000000002,18.56,Volume,-15%
3x Yves Rocher Wild Algae & Sea Fennel Moisturizing Hand Cream 30 ml – Offer Pack,20.700000000000003,0.1,18.63,Volume,-10%
2x Kiko Milano Days In Bloom Hydra-Glow Lipstick 01 Perfect Beige – Offer Pack,19.646666666666665,0.05,18.66,Volume,-5%
Kiko Milano New Maxi Mod Mascara 12 ml + Kiko Milano Eyes 62 Slanted Eyeliner Brush,24.879074074074076,0.25,18.66,Clearance,-25%
3x Kaemingk χριστουγεννιάτικο κερί καρυοθραύστης 21 cm – Offer Pack,20.759999999999998,0.1,18.68,Volume,-10%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 44 Disruptive Brown + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,23.481149425287356,0.2,18.78,Rule-Based,-20%
3x Kiko Milano New False Eyelashes Lengthening Effect – Offer Pack,20.97,0.1,18.87,Volume,-10%
3x DPAM βρεφικό καλσόν Rose Details Ροζ Ανοιχτό 21-22 – Offer Pack,20.97,0.1,18.87,Volume,-10%
3x Shishi χριστουγεννιάτικα στολίδια σε σχήμα καραμέλας – Offer Pack,21.0,0.1,18.9,Volume,-10%
3x Shishi χριστουγεννιάτικη βελουτέ διακοσμητική μπάλα με πούλιες 10 cm – Offer Pack,21.0,0.1,18.9,Volume,-10%
Kiko Milano Eyebrow Expert Palette 01 Blonde + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,23.64666666666667,0.2,18.92,Rule-Based,-20%
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,19.94,0.05,18.94,Thematic,-5%
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,19.939999999999998,0.05,18.94,Thematic,-5%
"4x Marva κεραμικό πιάτο φαγητού ""Lago"" 25 cm Σιελ  – Offer Pack",22.28,0.15000000000000002,18.94,Volume,-15%
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,19.94,0.05,18.94,Thematic,-5%
Kiko Milano Pure Clean Toner 200 ml + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,21.071578947368423,0.1,18.96,Thematic,-10%
"4x Marva κεραμικό πιάτο φαγητού βαθύ ""Sand"" 20 cm – Offer Pack",22.340000000000003,0.15000000000000002,18.99,Volume,-15%
2x Kiko Milano New Luxurious Lashes Extra Volume Brush Mascara 11 ml – Offer Pack,20.002222222222223,0.05,19.0,Volume,-5%
4x Haomy μαξιλάρι για γέμισμα 40 x 60 cm Λευκό 40x60cm – Offer Pack,22.4,0.15000000000000002,19.04,Volume,-15%
2x L'Occitane Shea Lavender Extra-Gentle Soap 250 gr – Offer Pack,20.166666666666668,0.05,19.16,Volume,-5%
4x Coincasa πετσετέ γάντι μπάνιου με λινό τελείωμα 15 x 21 cm Γκρι 15x21 – Offer Pack,22.6,0.15000000000000002,19.21,Volume,-15%
2x Kiko Milano Gossamer Emotion Creamy Lipstick New 140 Light Mauve – Offer Pack,20.24153846153846,0.05,19.23,Volume,-5%
2x Kiko Milano Creamy Lipgloss 101 Pearly Shell Rose – Offer Pack,20.263333333333332,0.05,19.25,Volume,-5%
4x Coincasa πορσελάνινο μπολ με σχέδιο 12 cm Πολύχρωμο – Offer Pack,22.68,0.15000000000000002,19.28,Volume,-15%
3x L'Occitane Glycine Hand Cream 30 ml – Offer Pack,21.450000000000003,0.1,19.31,Volume,-10%
2x Kiko Milano Stellar Love Duo Lip Color & Gloss 01 Lip Conspiration – Offer Pack,20.361666666666668,0.05,19.34,Volume,-5%
Yves Rocher Body & Hair Mist Monoï 125 ml + Yves Rocher Sensual Shower Gel Tiaré Flower Ylang Ylang 400 ml ,24.191818181818178,0.2,19.35,Rule-Based,-20%
3x OVS παδικό κολάν με all-over star strass Μαύρο 8-9Y – Offer Pack,21.509999999999998,0.1,19.36,Volume,-10%
3x Coincasa πετσέτα χεριών με contrast περίγραμμα 60 x 40 cm Μπλε – Offer Pack,21.54,0.1,19.39,Volume,-10%
"4x Guzzini ανοξείδωτο κουτάλι ""Feeling"" 20 cm – Offer Pack",22.94666666666667,0.15000000000000002,19.5,Volume,-15%
"4x Marva κεραμικό πιάτο φαγητού ""Sand"" 26 cm – Offer Pack",22.95,0.15000000000000002,19.51,Volume,-15%
2x Kiko Milano Gossamer Emotion Creamy Lipstick New 103 Powder Pink – Offer Pack,20.575,0.05,19.55,Volume,-5%
"4x Guzzini μπολ σερβιρίσματος πλαστικό μονόχρωμο ""Tierra S"" 12,2 x 5,5 cm – Offer Pack",23.12,0.15000000000000002,19.65,Volume,-15%
3x Coincasa σουπλά με καπιτονέ σχέδιο 50 x 35 cm Κόκκινο 50x35 – Offer Pack,21.84,0.1,19.66,Volume,-10%
3x Coincasa  σουπλά με καπιτονέ σχέδιο  50 x 35 cm Μπεζ 50x35 – Offer Pack,21.84,0.1,19.66,Volume,-10%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 42 Charming Copper + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,26.24477987421384,0.25,19.68,Clearance,-25%
2x Kiko Milano Eyebrow Sculpt Automatic Pencil 05 Deep Brunettes – Offer Pack,20.7175,0.05,19.68,Volume,-5%
2x Kiko Milano Ph Glow Lipstick – Offer Pack,20.78,0.05,19.74,Volume,-5%
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,21.94,0.1,19.75,Thematic,-10%
"3x Παπαπαύλου διακοσμητικό γυάλινο αυγό ανοιγόμενο 6,5 x 9 cm – Offer Pack",22.14,0.1,19.93,Volume,-10%
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,22.15,0.1,19.93,Thematic,-10%
2x Faber-Castell N'ice Chrome Στυλό Τυρκουάζ  – Offer Pack,21.0,0.05,19.95,Volume,-5%
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y,22.189999999999998,0.1,19.97,Thematic,-10%
Kiko Milano Hydra Pro Glow  + Kiko Milano Pure Clean Toner 200 ml,25.1828555431131,0.2,20.15,Rule-Based,-20%
Kiko Milano Crazy '90S Unicorn Body Cream + Kiko Milano Eyes 62 Slanted Eyeliner Brush,23.749230769230767,0.15,20.19,Clearance,-15%
Kiko Milano Long Lasting Colour Lip Marker 105 True Red + Kiko Milano Eyes 62 Slanted Eyeliner Brush,23.77166666666667,0.15,20.21,Clearance,-15%
3x DOMUS HOMUS τεχνητό φυτό ορτανσία 69 cm ροζ – Offer Pack,22.47,0.1,20.22,Volume,-10%
3x Luminarc γυάλινη κανάτα με φελλό 1 lt  – Offer Pack,22.47,0.1,20.22,Volume,-10%
"4x Maxwell & Williams κούπα πορσελάνης ""Cafe Culture"" 400 ml μαύρο – Offer Pack",23.8,0.15000000000000002,20.23,Volume,-15%
4x Leonardo ποτήρι νερού και αναψυκτικού γυάλινο 330 ml – Offer Pack,23.8,0.15000000000000002,20.23,Volume,-15%
"4x Leonardo ποτήρι κρασιού με πόδι ""Daily"" 370 ml – Offer Pack",23.8,0.15000000000000002,20.23,Volume,-15%
Kiko Milano Sculpting Touch Creamy Stick Contour 200 Hazelnut + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,25.320995085995087,0.2,20.26,Rule-Based,-20%
2x Kiko Milano Holiday Première Charming Duo Blush 02 Mauve Appearance – Offer Pack,21.331666666666667,0.05,20.27,Volume,-5%
"4x DOMUS HOMUS γυάλινο ποτήρι κρασιού ""Rigano"" 16 x 9 cm διάφανο – Offer Pack",23.96,0.15000000000000002,20.37,Volume,-15%
4x Kiko Milano Smart Fusion Lipstick 3 gr 423 Magenta – Offer Pack,23.96,0.15000000000000002,20.37,Volume,-15%
Kiko Milano Unlimited Double Touch 120 Rosy Mauve + Kiko Milano Eyes 62 Slanted Eyeliner Brush,23.96627450980392,0.15,20.37,Clearance,-15%
4x Travel Blue unisex poncho με κουκούλα αδιάβροχο One Size – Offer Pack,23.96,0.15000000000000002,20.37,Volume,-15%
Kiko Milano 3D Hydra Lipgloss - Limited Edition 44 Disruptive Brown + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,27.18114942528736,0.25,20.39,Clearance,-25%
Kiko Milano 3D Hydra Lipgloss 19 Cream Cashmere + Kiko Milano Eyes 62 Slanted Eyeliner Brush,24.00898550724638,0.15,20.41,Clearance,-15%
2x Sensai Silky Purifying Sponge Chief – Offer Pack,21.54695652173913,0.05,20.47,Volume,-5%
2x Kiko Milano Velvet Passion Matte Lipstick 316 Vintage Rose – Offer Pack,21.580000000000002,0.05,20.5,Volume,-5%
Kiko Milano Eyebrow Expert Palette 01 Blonde + Kiko Milano New Unmeasurable Length Waterproof Mascara 12 ml,27.346666666666668,0.25,20.51,Clearance,-25%
3x Dirty Laundry Fabric Softener Διάφανο 500ml – Offer Pack,22.84090909090909,0.1,20.56,Volume,-10%
Kiko Milano Unlimited Double Touch 103 Natural Rose + Kiko Milano Eyes 62 Slanted Eyeliner Brush,24.216760124610595,0.15,20.58,Clearance,-15%
"2x Happy Socks unisex κάλτσες ""Christmas Tree"" Πολύχρωμο 36-40 – Offer Pack",21.709999999999997,0.05,20.62,Volume,-5%
3x Kiko Milano Intense Colour Long Lasting Eyeliner 08 Metallic Emerald – Offer Pack,22.919999999999998,0.1,20.63,Volume,-10%
3x Armani Exchange ανδρικές κλασικές κάλτσες με λογότυπο Μαύρο S/M – Offer Pack,22.950000000000003,0.1,20.66,Volume,-10%
4x Yves Rocher Relaxing Soap Lavandin Blackberry 80 gr – Offer Pack,24.32,0.15000000000000002,20.67,Volume,-15%
Kiko Milano New 30 Days Extension - Night Treatment Booster Mascara 8 ml + Kiko Milano Eyes 62 Slanted Eyeliner Brush,24.34078431372549,0.15,20.69,Clearance,-15%
4x Coincasa σετ βαμβακερές χαρτοπετσέτες twill μονόχρωμες (2 τεμάχια) Λευκό ΣΕΤ – Offer Pack,24.48,0.15000000000000002,20.81,Volume,-15%
2x Kiko Milano New Luxurious Lashes Maxi Volume Brush Mascara 12 ml – Offer Pack,21.90857142857143,0.05,20.81,Volume,-5%
4x Furia Hand Cleansing Gel Oud Oriental Furia Hand Cleansing Gel Oud Oriental 500 ml – Offer Pack,24.650769230769228,0.15000000000000002,20.95,Volume,-15%
Kiko Milano Make Up Fixer + Kiko Milano Eyes 62 Slanted Eyeliner Brush,24.71643410852713,0.15,21.01,Clearance,-15%
2x Kiko Milano False Lashes Concentrate 11 ml – Offer Pack,22.18,0.05,21.07,Volume,-5%
"4x Maxwell & Williams πορσελάνινο πιάτο σούπας ""Primula Pink"" 20 x 5 cm – Offer Pack",24.8,0.15000000000000002,21.08,Volume,-15%
4x CRYSPO TRIO πορσελάνινο βαθύ πιάτο 21 cm – Offer Pack,24.8,0.15000000000000002,21.08,Volume,-15%
2x Kiko Milano Crazy '90S Unicorn Body Cream – Offer Pack,22.1851282051282,0.05,21.08,Volume,-5%
Kiko Milano Sculpting Touch Creamy Stick Contour 201 Chocolate + Kiko Milano Eyes 62 Slanted Eyeliner Brush,25.03595238095238,0.15,21.28,Clearance,-15%
Kiko Milano Hydra Pro Glow  + Kiko Milano Triangular Foundation Sponges,25.067943262411344,0.15,21.31,Clearance,-15%
Kiko Milano Crazy '90S Unicorn Body Cream + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,26.728018648018647,0.2,21.38,Rule-Based,-20%
"4x Kiko Milano Intense Colour Long Lasting Eyeliner 1,2 gr 12 Metallic Turquoise – Offer Pack",25.16,0.15000000000000002,21.39,Volume,-15%
Kiko Milano Long Lasting Colour Lip Marker 105 True Red + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,26.750454545454545,0.2,21.4,Rule-Based,-20%
3x OVS παιδικό κολάν με oxford university lettering Skinny Fit Μπλε Σκούρο 11-12Y – Offer Pack,23.85,0.1,21.47,Volume,-10%
3x OVS παιδική μπλούζα βαμβακερή μονόχρωμη με print λουλούδια Ροζ 6-7Y – Offer Pack,23.85,0.1,21.47,Volume,-10%
2x Kiko Milano Unlimited Double Touch 120 Rosy Mauve – Offer Pack,22.619215686274508,0.05,21.49,Volume,-5%
"2x Yves Rocher The 3 in 1 Cleanser, Scrub & Blackheads - Pure Menthe 125 ml – Offer Pack",22.66714285714286,0.05,21.53,Volume,-5%
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,23.939999999999998,0.1,21.55,Thematic,-10%
Kiko Milano Unlimited Double Touch 120 Rosy Mauve + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,26.9450623885918,0.2,21.56,Rule-Based,-20%
3x DPAM παιδικό καλσόν ribbed Μπορντό 23-26 – Offer Pack,23.97,0.1,21.57,Volume,-10%
3x Kiko Milano Smart Colour Blush 09 Pearly Chocolate – Offer Pack,23.97,0.1,21.57,Volume,-10%
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y,23.98,0.1,21.58,Thematic,-10%
Kiko Milano 3D Hydra Lipgloss 19 Cream Cashmere + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,26.987773386034256,0.2,21.59,Rule-Based,-20%
"3x Kentia διακοσμητικό μαξιλάρι με γέμισμα ""Ivanna 24"" 50 x 50 cm – Offer Pack",24.0,0.1,21.6,Volume,-10%
3x Synchronia βεντάλια φυσικό ξύλο cut out 23 cm – Offer Pack,24.0,0.1,21.6,Volume,-10%
3x Kentia διακοσμητική μαξιλαροθήκη με ανάγλυφα κεντήματα ''Mira'' 45 x 45 cm – Offer Pack,24.0,0.1,21.6,Volume,-10%
3x Kaemingk χριστουγεννιάτικη πορσελάνινη κούπα  – Offer Pack,24.0,0.1,21.6,Volume,-10%
Kiko Milano Extra Sculpt Volume Mascara 11 ml + Kiko Milano Eyes 62 Slanted Eyeliner Brush,25.419583333333335,0.15,21.61,Clearance,-15%
"4x Coincasa πορσελάνινο πιάτο φρούτου ""Ripple"" 23 cm Καφέ 23cm – Offer Pack",25.44,0.15000000000000002,21.62,Volume,-15%
Kiko Milano Hydra Pro Glow  + Kiko Milano High Pigment Eyeshadow 40 Metallic Ballerina Rose,27.067943262411344,0.2,21.65,Rule-Based,-20%
2x Kiko Milano New 30 Days Extension - Daily Treatment Mascara – Offer Pack,22.828000000000003,0.05,21.69,Volume,-5%
